,artists,education,knowledge,school,science,songs,teach,teacher
3065,Ice-T,0,0,0,0,Hit the Deck,0,0
3066,Ice-T,0,0,0,0,Home Invasion,0,0
3067,Ice-T,0,0,0,0,Home of the Bodybag,0,0
3068,Ice-T,0,0,0,0,How Does It Feel,0,0
3070,Ice-T,0,0,0,0,I Ain't New Ta This,0,0
3085,Ice-T,0,0,0,0,Midnight,0,0
3071,Ice-T,0,0,0,0,I Love Ladies,0,0
3072,Ice-T,0,0,0,0,I Must Stand,0,0
3073,Ice-T,0,0,0,0,I'm Your Pusher,0,0
3074,Ice-T,0,0,0,0,I'm Your Pusher,0,0
3075,Ice-T,0,0,0,0,Ice M.F. T,0,0
3076,Ice-T,0,0,0,0,Inside of a Gangsta,0,0
3077,Ice-T,0,0,0,0,It's On,0,0
3078,Ice-T,0,0,0,0,Lethal Weapon,0,0
3079,Ice-T,0,0,0,0,Lifestyles of the Rich and Infamous,0,0
3080,Ice-T,0,0,0,0,M.V.P.s,0,0
3081,Ice-T,0,0,0,0,Make It Funky,0,0
3082,Ice-T,0,0,0,0,Make It Funky,0,0
3083,Ice-T,0,2,0,0,Message to the Soldier,0,0
3084,Ice-T,0,0,0,0,Mic Contract,0,0
3120,Ice-T,0,0,0,0,The Iceberg,0,0
3123,Ice-T,0,0,0,0,The Tower,0,0
3193,Ice Cube,0,0,0,0,Jack N the Box,0,0
3169,Ice Cube,0,0,0,0,Gangsta Rap Made Me Do It,0,0
3175,Ice Cube,0,0,0,0,Go to Church,0,0
3174,Ice Cube,0,0,0,0,Ghetto Vet,0,0
3173,Ice Cube,0,0,0,0,Ghetto Bird,0,0
3172,Ice Cube,0,0,0,0,Get Use to It,0,0
3171,Ice Cube,0,0,0,0,Get off My Dick and Tell Yo Bitch to Come Here,0,0
3170,Ice Cube,0,0,0,0,"Get Money, Spend Money, No Money",0,0
3168,Ice Cube,0,0,0,0,Fuck Dying,0,0
3124,Ice-T,0,0,0,0,They Want Me Back In,0,0
3167,Ice Cube,0,0,0,0,Fat Cat,0,0
3166,Ice Cube,0,0,0,0,Extradition,0,0
3165,Ice Cube,0,0,0,0,Enemy,0,0
3164,Ice Cube,0,0,0,0,Endangered Species (Tales from the Darkside),0,0
3163,Ice Cube,0,0,0,0,Endangered Species (Tales From the Darkside),0,0
3162,Ice Cube,0,0,0,0,Drink the Kool-Aid,0,0
3176,Ice Cube,0,0,0,0,Gotta Be Insanity,0,0
3177,Ice Cube,0,0,0,0,Greed,0,0
3178,Ice Cube,0,0,0,0,Growin' Up,0,0
3179,Ice Cube,0,0,0,0,Hello,0,0
3180,Ice Cube,0,0,0,0,Here He Come,0,0
3181,Ice Cube,0,0,4,0,Hood Mentality,0,0
3182,Ice Cube,0,0,0,0,Hood Robbin',0,0
3183,Ice Cube,0,0,0,0,Horny Lil' Devil,0,0
3184,Ice Cube,0,0,0,0,I Got My Locs On,0,0
3185,Ice Cube,0,0,0,0,I Rep That West,0,0
3186,Ice Cube,0,0,0,0,I Wanna Kill Sam,0,0
3187,Ice Cube,0,0,0,0,I'm Only Out for One Thang,0,0
3188,Ice Cube,0,0,0,0,I'm Scared (Insert),0,0
3189,Ice Cube,0,0,0,0,It Is What It Is,0,0
3190,Ice Cube,0,0,0,0,It Takes a Nation,0,0
3191,Ice Cube,0,0,0,0,It Was a Good Day,0,0
3192,Ice Cube,0,0,0,0,It's a Man's World,0,0
3161,Ice Cube,0,0,0,0,Dr. Frankenstein,0,0
3160,Ice Cube,0,0,0,0,Down for Whatever,0,0
3159,Ice Cube,0,0,0,0,Don't Trust 'Em,0,0
3142,Ice Cube,0,0,0,0,Ask About Me,0,0
3125,Ice-T,0,0,0,0,This One's for Me,0,0
3126,Ice-T,0,0,0,0,Threat (Interlude),0,0
3127,Ice-T,0,0,0,0,Valuable Game,0,0
3128,Ice-T,0,0,0,0,Walking in the Rain,0,0
3129,Ice-T,0,0,0,0,Warning,0,0
3130,Ice-T,0,0,0,0,Watch the Ice Break,0,0
3131,Ice-T,0,0,0,0,What Ya Wanna Do?,0,0
3132,Ice-T,0,0,0,0,Where the Shit Goes Down,0,0
3136,Ice-T,0,0,0,0,Ziplock,0,0
3137,Ice Cube,0,0,0,0,24 Mo' Hours,0,0
3138,Ice Cube,0,0,4,0,A Bird in the Hand,0,0
3139,Ice Cube,0,0,0,0,A Gangsta's Fairytale,0,0
3140,Ice Cube,0,0,0,0,Alive on Arrival,0,0
3141,Ice Cube,0,0,0,0,AmeriKKKa's Most Wanted,0,0
3143,Ice Cube,0,0,0,0,Better off Dead,0,0
3158,Ice Cube,0,0,0,0,Doing Dumb Shit,0,0
3144,Ice Cube,0,0,0,0,Black Korea,0,0
3145,Ice Cube,0,0,0,0,Bop Gun (One Nation),0,0
3146,Ice Cube,0,0,0,0,Can You Bounce?,0,0
3147,Ice Cube,0,0,0,0,Cash over Ass,0,0
3148,Ice Cube,0,0,0,0,Cave Bitch,0,0
3149,Ice Cube,0,0,0,0,Check Yo Self,0,0
3150,Ice Cube,0,0,0,0,Child Support,0,0
3151,Ice Cube,0,0,0,0,Cold Places,0,0
3152,Ice Cube,0,0,0,0,Color Blind,0,0
3153,Ice Cube,0,0,0,0,Dead Homiez,0,0
3154,Ice Cube,0,0,0,0,Death,0,0
3155,Ice Cube,0,0,0,0,Dirty Mack,0,0
3156,Ice Cube,0,0,0,0,Do Ya Thang,0,0
3157,Ice Cube,0,0,0,0,Doin' What It 'Pose 2Do,0,0
2783,Ghostface Killah,0,0,0,0,The Sun,0,0
2777,Ghostface Killah,0,0,3,0,The Forest,0,0
2781,Ghostface Killah,0,0,0,0,The Prayer,0,0
2409,Fat Joe,0,0,0,0,Pendemic,0,0
2415,Fat Joe,0,0,0,0,Safe 2 Say (The Incredible),0,0
2414,Fat Joe,0,0,0,0,Rock Ya Body,0,0
2413,Fat Joe,0,0,0,0,Respect Mine,0,0
2412,Fat Joe,0,0,0,0,Put Ya in da Game,0,0
2411,Fat Joe,0,0,0,0,Prove Something,0,0
2410,Fat Joe,0,0,0,0,Porn Star,0,0
2408,Fat Joe,0,0,0,0,Part Deux,0,0
2400,Fat Joe,0,0,0,0,My Fofo,0,0
2407,Fat Joe,0,0,0,0,Opposites Attract (What They Like),0,0
2406,Fat Joe,0,0,0,0,One,0,0
2405,Fat Joe,0,0,0,0,Okay Okay,0,0
2404,Fat Joe,0,0,0,0,No Problems,0,0
2403,Fat Joe,0,0,0,0,My World,0,0
2402,Fat Joe,0,0,0,0,My Prerogative,0,0
2416,Fat Joe,0,0,0,0,Say Word,0,0
2417,Fat Joe,0,0,0,0,She's My Mama,0,0
2418,Fat Joe,0,0,0,0,"Shit Is Real, Pt. III",0,0
2419,Fat Joe,0,0,0,0,Shorty Gotta Fat Ass,0,0
2420,Fat Joe,0,0,0,0,So Hot,0,0
2421,Fat Joe,0,0,0,0,So Much More,0,0
2422,Fat Joe,0,0,0,0,Still Real,0,0
2423,Fat Joe,0,0,0,0,Story to Tell,0,0
2424,Fat Joe,0,0,0,0,Success,0,0
2425,Fat Joe,0,0,0,0,Success,0,0
2426,Fat Joe,0,0,0,0,Take a Look at My Life,0,0
2427,Fat Joe,0,0,0,0,"Temptation, Pt. 1",0,0
2428,Fat Joe,0,0,0,0,"Temptation, Pt. 2",0,0
2429,Fat Joe,0,0,0,0,Terror Squadians,0,0
2430,Fat Joe,0,0,0,0,That White,0,0
2431,Fat Joe,0,0,0,0,The Crack Attack,0,0
2432,Fat Joe,0,0,0,0,The Crackhouse,0,0
2401,Fat Joe,0,0,0,0,My Man Ski,0,0
2399,Fat Joe,0,0,0,0,My Conscience,0,0
2365,Fat Joe,0,0,0,0,Find Out,0,0
2374,Fat Joe,0,0,0,0,Heavenly Father,0,0
2380,Fat Joe,0,0,0,0,I'm a Hit That,0,0
2379,Fat Joe,0,0,0,0,I Won't Tell,0,0
2378,Fat Joe,0,0,0,0,I Got This in a Smash,0,0
2377,Fat Joe,0,0,0,0,I Can Do U,0,0
2376,Fat Joe,0,0,0,0,How Did We Get Here,0,0
2375,Fat Joe,0,0,0,0,Hold You Down,0,0
2373,Fat Joe,0,0,0,0,He's Not Real,0,0
2398,Fat Joe,0,0,0,0,Music,0,0
2372,Fat Joe,0,0,0,0,Hard Not to Kill,0,0
2371,Fat Joe,0,0,0,0,Good Times,0,0
2370,Fat Joe,0,0,0,0,Get the Hell on With That,0,0
2369,Fat Joe,0,0,0,0,Get on Up,0,0
2368,Fat Joe,0,0,0,0,Get It Poppin',0,0
2367,Fat Joe,0,0,0,0,Gangsta,0,0
2381,Fat Joe,0,0,0,0,I'm Gone,0,0
2382,Fat Joe,0,0,0,0,Ice Cream,0,0
2383,Fat Joe,0,0,0,0,If It Ain't About Money,0,0
2384,Fat Joe,0,0,0,0,It's O.K.,0,0
2385,Fat Joe,0,0,0,0,Jealousy,0,0
2386,Fat Joe,0,0,0,0,Joey Don't Do It,0,0
2387,Fat Joe,0,0,0,0,John Blaze,0,0
2388,Fat Joe,0,0,0,0,Kilo,0,0
2389,Fat Joe,0,0,0,0,King NY,0,0
2390,Fat Joe,0,0,0,0,King of NY,0,0
2391,Fat Joe,0,0,2,0,Life Goes On,0,0
2392,Fat Joe,0,0,0,0,Listen Baby,0,0
2393,Fat Joe,0,0,0,0,Livin' Fat,0,0
2394,Fat Joe,0,0,0,0,Loyalty,0,0
2395,Fat Joe,0,0,0,0,Make It Rain,0,0
2396,Fat Joe,0,0,0,0,Misery Needs Company,0,0
2397,Fat Joe,0,0,0,0,Murder Rap,0,0
2433,Fat Joe,0,0,0,0,The Fugitive,0,0
2434,Fat Joe,0,0,0,0,The Hidden Hand,0,0
2435,Fat Joe,0,0,0,0,The Profit,0,0
2478,Gang Starr,0,0,0,0,Form of Intellect,0,0
2484,Gang Starr,0,0,0,0,In Memory Of...,0,0
2483,Gang Starr,0,0,0,0,I'm the Man,0,0
2482,Gang Starr,0,0,0,0,"Here Today, Gone Tomorrow",0,0
2481,Gang Starr,0,0,0,0,Hardcore Composer,0,0
2480,Gang Starr,0,0,0,0,Gusto,0,0
2479,Gang Starr,0,0,0,0,Gotch U,0,0
2477,Gang Starr,0,0,0,0,Flip the Script,0,0
2436,Fat Joe,0,0,0,0,The Shit Is Real,0,0
2476,Gang Starr,0,0,0,0,F.A.L.A.,0,0
2475,Gang Starr,0,0,0,0,Eulogy,0,0
2474,Gang Starr,0,0,0,0,DWYCK,0,0
2473,Gang Starr,0,0,0,0,Deadly Habitz,0,0
2472,Gang Starr,0,0,0,0,Conspiracy,0,0
2471,Gang Starr,0,0,0,0,Conscience Be Free,0,0
2485,Gang Starr,0,0,0,0,In This Life...,0,0
2486,Gang Starr,0,0,0,0,Itz a Set Up,0,0
2487,Gang Starr,0,0,0,0,Jazz Music,0,0
2488,Gang Starr,0,0,0,0,JFK 2 LAX,0,0
2489,Gang Starr,0,0,0,0,Just to Get a Rep,0,0
2490,Gang Starr,0,12,0,0,Knowledge,0,0
2491,Gang Starr,0,0,0,0,Lovesick,0,0
2492,Gang Starr,0,0,0,0,Make 'Em Pay,0,0
2493,Gang Starr,0,0,0,0,Manifest,0,0
2494,Gang Starr,0,0,0,0,Manifest,0,0
2495,Gang Starr,0,0,0,0,Mass Appeal,0,0
2496,Gang Starr,0,0,0,0,Moment of Truth,0,0
2497,Gang Starr,0,0,0,0,Mostly Tha Voice,0,0
2498,Gang Starr,0,0,0,0,My Advice 2 You,0,0
2499,Gang Starr,0,0,0,0,New York Strait Talk,0,0
2500,Gang Starr,0,0,0,0,Next Time,0,0
2501,Gang Starr,0,0,0,0,"Nice Girl, Wrong Place",0,0
2470,Gang Starr,0,0,0,0,Comin' for Datazz,0,0
2469,Gang Starr,0,0,0,0,Code of the Streets,0,0
2468,Gang Starr,0,0,0,0,Check the Technique,0,0
2451,Fat Joe,0,0,0,0,What's Luv?,0,0
2437,Fat Joe,0,0,0,0,The Shit Is Real,0,0
2438,Fat Joe,0,0,0,0,The Wild Life,0,0
2439,Fat Joe,0,0,0,0,Think About It,0,0
2440,Fat Joe,0,0,0,0,Triplets,0,0
2441,Fat Joe,0,0,0,0,TS Piece,0,0
2442,Fat Joe,0,0,0,0,Turn Me On,0,0
2443,Fat Joe,0,0,0,0,Valley of Death,0,0
2444,Fat Joe,0,0,0,0,Walk On By,0,0
2445,Fat Joe,0,0,0,0,Watch Out,0,0
2446,Fat Joe,0,0,0,0,Watch the Sound,0,0
2447,Fat Joe,0,0,0,0,We Ridin',0,0
2448,Fat Joe,0,0,0,0,We Run This Sh*t,0,0
2449,Fat Joe,0,0,0,0,We Thuggin',0,0
2450,Fat Joe,0,0,0,0,We Thuggin',0,0
2452,Fat Joe,0,0,0,0,Winding on Me,0,0
2467,Gang Starr,0,0,0,0,Cause and Effect,0,0
2453,Fat Joe,0,0,0,0,You Must Be out of Your Fuckin' Mind,0,0
2454,Gang Starr,0,0,0,0,(Hiney),0,0
2455,Gang Starr,0,0,0,0,2 Deep,0,0
2456,Gang Starr,0,0,0,0,2 Steps Ahead,0,0
2457,Gang Starr,0,0,0,0,Above the Clouds,0,0
2458,Gang Starr,0,0,0,0,ALONGWAYTOGO,0,0
2459,Gang Starr,0,0,0,0,As I Read My S-A,0,0
2460,Gang Starr,0,0,0,0,B.I. Vs. Friendship,0,0
2461,Gang Starr,0,0,0,0,B.Y.S.,0,0
2462,Gang Starr,0,0,0,0,Betrayal,0,0
2463,Gang Starr,0,0,0,0,Beyond Comprehension,0,0
2464,Gang Starr,0,0,0,0,Blowin' up the Spot,0,0
2465,Gang Starr,0,0,0,0,Brainstorm,0,0
2466,Gang Starr,0,0,0,0,"Capture (Militia, Pt. 3)",0,0
2366,Fat Joe,0,0,0,0,Flow Joe,0,0
2364,Fat Joe,0,0,0,0,Fight Club,0,0
2503,Gang Starr,0,0,0,0,No Shame in My Game,0,0
2270,E-40,0,0,0,0,Prepared,0,0
2276,E-40,0,0,0,0,Rear View Mirror,0,0
2275,E-40,0,0,0,0,Rat Heads,0,0
2274,E-40,0,0,0,0,Rappers' Ball,0,0
2273,E-40,0,0,0,0,Questions,0,0
2272,E-40,0,0,0,0,Quarterbackin',0,0
2271,E-40,0,0,0,0,Quarterbackin',0,0
2269,E-40,0,0,0,0,Pop Ya Collar,0,0
2261,E-40,0,0,0,0,Outta Control,0,0
2268,E-40,0,0,0,0,Poor Man's Hydraulics,0,0
2267,E-40,0,0,0,0,"Pimps, Hustlas",0,0
2266,E-40,0,0,0,0,Pharmaceutical Outro,0,0
2265,E-40,0,0,0,0,Personal,0,0
2264,E-40,0,0,0,0,Pain No More,0,0
2263,E-40,0,0,0,0,Over the Stove,0,0
2277,E-40,0,0,0,0,Record Haters,0,0
2278,E-40,0,0,0,0,Rep Yo City,0,0
2279,E-40,0,0,0,0,Rick Rock Horns,0,0
2280,E-40,0,0,0,0,Ring It,0,0
2281,E-40,0,0,0,0,Rock Stars,0,0
2282,E-40,0,0,0,0,Say I,0,0
2283,E-40,0,0,0,0,Scorpio,0,0
2284,E-40,0,0,0,0,Seasoned,0,0
2285,E-40,0,0,0,0,Serious,0,0
2286,E-40,0,0,0,0,She Say She Loves Me,0,0
2287,E-40,0,0,0,0,Sick Wid It II,0,0
2288,E-40,0,0,0,0,Sideways,0,0
2289,E-40,0,0,0,0,Sinister Mob,0,0
2290,E-40,0,0,2,0,Slow It Down,0,0
2291,E-40,0,0,0,0,Slummin',0,0
2292,E-40,0,0,0,0,Smebbin',0,0
2293,E-40,0,0,0,0,Smoke 'N' Drank,0,0
2262,E-40,0,0,0,0,Outta Town,0,0
2260,E-40,0,0,0,0,Outta Bounds,0,0
2363,Fat Joe,0,0,0,0,Fat Joe's in Town,0,0
2235,E-40,0,0,0,0,Look at Me,0,0
2241,E-40,0,0,0,0,Million Dollar Spot,0,0
2240,E-40,0,0,0,0,Memory Lane,0,0
2239,E-40,0,0,0,0,Mayhem,0,0
2238,E-40,0,0,0,0,Mack Minister,0,0
2237,E-40,0,0,0,0,Loyalty and Betrayal,0,0
2236,E-40,0,0,2,0,Lookin' Back,0,0
2234,E-40,0,0,0,0,Like a Jungle,0,0
2259,E-40,0,0,0,0,One Night Stand,0,0
2233,E-40,0,0,0,0,Lightweight Jammin',0,0
2232,E-40,0,0,0,0,Lifestyles,0,0
2231,E-40,0,0,0,0,Lieutenant Roast a Botch,0,0
2230,E-40,0,0,0,0,Lace Me Up,0,0
2229,E-40,0,0,0,0,L.I.Q.,0,0
2228,E-40,0,0,0,0,Knock 'Em Down Music,0,0
2242,E-40,0,0,0,0,Money Scheme,0,0
2243,E-40,0,0,0,0,"More Bass, More Treble",0,0
2244,E-40,0,0,0,0,Mouthpiece,0,0
2245,E-40,0,0,0,0,Mr. Flamboyant 2K11,0,0
2246,E-40,0,0,0,0,Muscle Cars,0,0
2247,E-40,0,0,0,0,Mustard and Mayonnaise,2,0
2248,E-40,0,0,0,0,My Cup,0,0
2249,E-40,0,0,0,0,My Drinking Club,0,0
2250,E-40,0,0,0,0,My Hoodlums and My Thugz,0,0
2251,E-40,0,0,0,0,My Lil Grimey Nigga,0,0
2252,E-40,0,0,0,0,My Money Straight,0,0
2253,E-40,0,0,0,0,My Shit Bang,0,0
2254,E-40,0,0,0,0,"Nah, Nah...",0,0
2255,E-40,0,0,0,0,Nice Guys,0,0
2256,E-40,0,0,0,0,Nigga Shit,0,0
2257,E-40,0,0,0,0,Nuttin' Ass Nigga,0,0
2258,E-40,0,0,0,0,One More Gen,0,0
2294,E-40,0,0,0,0,Spend the Night,0,0
2295,E-40,0,0,0,0,Spittin',0,0
2296,E-40,0,0,0,0,Spooky,0,0
2339,Fat Joe,0,0,0,0,A Word to da Wise,0,0
2345,Fat Joe,0,0,0,0,Blackout,0,0
2344,Fat Joe,0,0,0,0,Bet Ya Man Can't (Triz),0,0
2343,Fat Joe,0,0,0,0,Beat Novacane,0,0
2342,Fat Joe,0,0,0,0,Bad Bad Man,0,0
2341,Fat Joe,0,0,0,0,Aloha,0,0
2340,Fat Joe,0,0,0,0,All I Need,0,0
2338,Fat Joe,0,0,0,0,300 Brolic,0,0
2297,E-40,0,0,0,0,Sprinkle Me,0,0
2337,Fat Joe,0,0,0,0,(Ha Ha) Slow Down,0,0
2336,E-40,0,0,0,0,Zoom,0,0
2335,E-40,0,0,0,0,Zombie,0,0
2334,E-40,0,0,0,0,Yee,0,0
2333,E-40,0,0,0,0,Yay Area,0,0
2332,E-40,0,0,0,0,Yankin',0,0
2346,Fat Joe,0,0,0,0,Born in the Ghetto,0,0
2347,Fat Joe,0,0,0,0,Breathe and Stop,0,0
2348,Fat Joe,0,0,0,0,Bronx Keeps Creating It,0,0
2349,Fat Joe,0,0,0,0,Bronx Tale,0,0
2350,Fat Joe,0,0,0,0,Bust at You,0,0
2351,Fat Joe,0,0,0,0,Congratulations,0,0
2352,Fat Joe,0,0,0,0,Crush Tonight,0,0
2353,Fat Joe,0,0,0,0,Cupcake,0,0
2354,Fat Joe,0,0,0,0,Da Fat Gangsta,0,0
2355,Fat Joe,0,0,0,0,Damn,0,0
2356,Fat Joe,0,0,0,0,Dat Gangsta Shit,0,0
2357,Fat Joe,0,0,0,0,Dedication,0,0
2358,Fat Joe,0,0,0,0,Definition of a Don,0,0
2359,Fat Joe,0,0,0,0,Does Anybody Know,0,0
2360,Fat Joe,0,0,0,0,Don Cartagena,0,0
2361,Fat Joe,0,0,0,0,Envy,0,0
2362,Fat Joe,0,0,0,0,Everybody Get Up,0,0
2331,E-40,0,0,0,0,Ya Blind,0,0
2330,E-40,0,0,0,0,White Gurl,0,0
2329,E-40,0,0,0,0,Whip It Up,0,0
2312,E-40,0,0,0,0,Things'll Never Change,0,0
2298,E-40,0,0,0,0,Stay Gone,0,0
2299,E-40,0,0,0,0,Takin 'Em Back,0,0
2300,E-40,0,0,0,0,Tell Me When to Go,0,0
2301,E-40,0,0,2,0,That Candy Paint,0,0
2302,E-40,0,0,0,0,That's a Good Look 4 U,0,0
2303,E-40,0,0,0,0,The Art of Story Tellin',0,0
2304,E-40,0,0,0,0,The Element of Surprise,0,0
2305,E-40,0,0,0,0,The Recipe,0,0
2306,E-40,0,0,0,0,The Server,0,0
2307,E-40,0,0,0,0,The Slap,0,0
2308,E-40,0,0,0,0,The Story,0,0
2309,E-40,0,0,0,0,The Weedman,0,0
2310,E-40,0,0,0,0,They Might Be Taping,0,0
2311,E-40,0,0,0,0,They Point,0,0
2313,E-40,0,0,0,0,This a Boy,0,0
2328,E-40,0,0,0,0,What's My Name?,0,0
2314,E-40,0,0,0,0,This Goes Out,0,0
2315,E-40,0,0,0,0,To da Beat,0,0
2316,E-40,0,0,0,0,To Whom This May Concern,0,0
2317,E-40,0,0,0,0,Trained to Go,0,0
2318,E-40,0,0,0,0,Trapped,0,0
2319,E-40,0,0,0,0,Trump Change,0,0
2320,E-40,0,0,0,0,Turn It Up,0,0
2321,E-40,0,0,0,0,Turn Up the Music,0,0
2322,E-40,0,0,0,0,U and Dat,0,0
2323,E-40,0,0,0,0,Undastandz Me,0,0
2324,E-40,0,0,0,0,Wake It Up,0,0
2325,E-40,0,0,0,0,Wasted,0,0
2326,E-40,0,0,0,0,Wet,0,0
2327,E-40,0,0,0,0,What Happened to Them Days,0,0
2502,Gang Starr,0,0,0,0,No More Mr. Nice Guy,0,0
2504,Gang Starr,0,0,0,0,Now You're Mine,0,0
2780,Ghostface Killah,0,0,0,0,The Juks,0,0
2687,Ghostface Killah,0,2,0,0,Ghost Deini,0,0
2693,Ghostface Killah,0,0,0,0,Good Times,0,0
2692,Ghostface Killah,0,0,0,0,Goner,0,0
2691,Ghostface Killah,0,0,0,0,Ghostface,0,0
2690,Ghostface Killah,0,0,0,0,Ghost Showers,0,0
2689,Ghostface Killah,0,0,0,0,Ghost Is Back,0,0
2688,Ghostface Killah,0,2,0,0,Ghost Deini,0,0
2686,Ghostface Killah,0,0,0,0,Ghetto,0,0
2678,Ghostface Killah,0,0,0,0,Do Over,0,0
2685,Ghostface Killah,0,0,0,0,Forever,0,0
2684,Ghostface Killah,0,0,0,0,Flowers,0,0
2683,Ghostface Killah,0,0,0,0,Fish,0,0
2682,Ghostface Killah,0,0,0,0,Fire,0,0
2681,Ghostface Killah,0,0,0,0,Enemies All Around Me,0,0
2680,Ghostface Killah,0,0,0,0,Drama,0,0
2694,Ghostface Killah,0,0,0,0,Good,0,0
2695,Ghostface Killah,0,0,0,0,Good,0,0
2696,Ghostface Killah,0,0,0,0,Gotta Hold On,0,0
2697,Ghostface Killah,0,0,0,0,Greedy B*tches,0,0
2698,Ghostface Killah,0,0,0,0,Grew Up Hard,0,0
2699,Ghostface Killah,0,0,0,0,Guest House,0,0
2700,Ghostface Killah,0,0,0,0,Guns N' Razors,0,0
2701,Ghostface Killah,0,0,0,0,Handcuffin' Them Hoes,0,0
2702,Ghostface Killah,0,0,0,0,Heard It All Before,0,0
2703,Ghostface Killah,0,0,0,0,Hidden Darts,0,0
2704,Ghostface Killah,0,0,0,0,Hidden Darts,0,0
2705,Ghostface Killah,0,0,0,0,Hidden Darts,0,0
2706,Ghostface Killah,0,0,0,0,Hidden Darts,0,0
2707,Ghostface Killah,0,0,0,0,Holla,0,0
2708,Ghostface Killah,0,0,0,0,Holla,0,0
2709,Ghostface Killah,0,0,0,0,How You Like Me Baby,0,0
2710,Ghostface Killah,0,0,0,0,I Declare War,0,0
2679,Ghostface Killah,0,0,0,0,Dogs of War,0,0
2677,Ghostface Killah,0,2,0,0,Daytona 500,0,0
2643,Ghostface Killah,0,0,0,0,Alex (Stolen Script),0,0
2652,Ghostface Killah,0,0,0,0,Be Easy,0,0
2658,Ghostface Killah,0,0,0,0,Beauty Jackson,0,0
2657,Ghostface Killah,0,0,0,0,Beat the Clock,0,0
2656,Ghostface Killah,0,0,0,0,Be This Way,0,0
2655,Ghostface Killah,0,0,0,0,Be This Way,0,0
2654,Ghostface Killah,0,0,0,0,Be Easy,0,0
2653,Ghostface Killah,0,0,0,0,Be Easy,0,0
2651,Ghostface Killah,0,0,0,0,Barbershop,0,0
2676,Ghostface Killah,0,0,0,0,Cocaine Trafficking,0,0
2650,Ghostface Killah,0,0,0,0,Back Like That,0,0
2649,Ghostface Killah,0,0,0,0,Back Like That,0,0
2648,Ghostface Killah,0,0,0,0,Baby,0,0
2647,Ghostface Killah,0,0,0,0,Assassination Day,0,0
2646,Ghostface Killah,0,0,0,0,Apollo Kids,0,0
2645,Ghostface Killah,0,0,0,0,An Unexpected Call (The Set Up),0,0
2659,Ghostface Killah,0,0,0,0,Belt Holders,0,0
2660,Ghostface Killah,0,0,0,0,Beware of the Stare,0,0
2661,Ghostface Killah,0,0,0,0,Big Girl,0,0
2662,Ghostface Killah,0,0,0,0,Biscuits,0,0
2663,Ghostface Killah,0,0,0,0,Black Cream,0,0
2664,Ghostface Killah,0,0,0,0,Black Cream,0,0
2665,Ghostface Killah,0,0,0,0,Black Jesus,0,0
2666,Ghostface Killah,0,0,0,0,Black Tequila,0,0
2667,Ghostface Killah,0,0,0,0,Block Rock,0,0
2668,Ghostface Killah,0,0,0,0,Blood on the Cobblestones,0,0
2669,Ghostface Killah,0,0,0,0,Blue Armor,0,0
2670,Ghostface Killah,0,0,0,0,Box in Hand,0,0
2671,Ghostface Killah,0,0,0,0,Buck 50,0,0
2672,Ghostface Killah,0,0,0,0,Camay,0,0
2673,Ghostface Killah,0,0,0,0,Cherchez LaGhost,0,0
2674,Ghostface Killah,0,0,5,0,Child's Play,0,0
2675,Ghostface Killah,0,0,5,0,Child's Play,0,0
2711,Ghostface Killah,0,0,0,0,I'll Be That,0,0
2712,Ghostface Killah,0,0,0,0,I'll Die for You,0,0
2713,Ghostface Killah,0,0,0,0,In tha Park,0,0
2756,Ghostface Killah,0,0,0,0,Run,0,0
2762,Ghostface Killah,0,0,0,0,She's a Killah,0,0
2761,Ghostface Killah,0,0,0,0,Shakey Dog,0,0
2760,Ghostface Killah,0,0,0,0,Shakey Dog Starring Lolita,0,0
2759,Ghostface Killah,0,0,0,0,Save Me Dear,0,0
2758,Ghostface Killah,0,0,0,0,Run,0,0
2757,Ghostface Killah,0,0,0,0,Run,0,0
2755,Ghostface Killah,0,0,0,0,Rise of the Black Suits,0,0
2714,Ghostface Killah,0,0,0,0,In the Parks,0,0
2754,Ghostface Killah,0,0,0,0,Return of Theodore Unit,0,0
2753,Ghostface Killah,0,0,0,0,Rec-Room Therapy,0,0
2752,Ghostface Killah,0,0,0,0,R.A.G.U.,0,0
2751,Ghostface Killah,0,0,0,0,Purified Thoughts,0,0
2750,Ghostface Killah,0,0,0,0,Pokerface,0,0
2749,Ghostface Killah,0,0,0,0,Poisonous Darts,0,0
2763,Ghostface Killah,0,0,0,0,Slow Down,0,0
2764,Ghostface Killah,0,0,0,0,Stapleton Sex,0,0
2765,Ghostface Killah,0,0,0,0,Stay True,0,0
2766,Ghostface Killah,0,0,0,0,Stay True,0,0
2767,Ghostface Killah,0,0,0,0,Stay,0,0
2768,Ghostface Killah,0,0,0,0,Strawberry,0,0
2769,Ghostface Killah,0,0,0,0,Street Bullies,0,0
2770,Ghostface Killah,0,0,0,0,Street Chemistry,0,0
2771,Ghostface Killah,0,0,0,0,Street Opera,0,0
2772,Ghostface Killah,0,0,0,0,Struggle,0,0
2773,Ghostface Killah,0,0,0,0,Supa GFK,0,0
2774,Ghostface Killah,0,0,0,0,Superstar,0,0
2775,Ghostface Killah,0,0,0,0,The Center of Attraction,0,0
2776,Ghostface Killah,0,0,0,0,The Champ,0,0
3333,J. Cole,0,0,0,0,Runaway,0,0
2778,Ghostface Killah,0,0,0,0,The Grain,0,0
2779,Ghostface Killah,0,0,0,0,The Hilton,0,0
2748,Ghostface Killah,0,0,0,0,Paragraphs of Love,0,0
